ticket_id,title,description,priority,status,component,reporter,assignee,environment,sdlc_phase,created_date,resolved_date,time_spent_minutes,browser,os
JIRA-1201,UI overlapping on dashboard widgets,Bug found in db module.,Trivial,TODO,EMAIL,,john.doe@company.com,development,QA,,Not Yet,398,,Mac
JIRA-1700,Session timeout too short,Bug found in dashboard module.,MEDIUM,REOPENED,DB,UNKNOWN,dev.lead@company.com,staging,,23-Dec-2024 20:34:00,12/24/2024,1 day,Chrome,Win10
JIRA-2846,CSS broken on Safari browser,Bug found in payment module.,Minor,Closed,Authentication,qa.team@company.com,qa.team@company.com,staging,Requirements,12/28/2024 17:22,01/02/2025,15.3,Chrome,iOS
JIRA-2099,Mobile app crashes on startup,Bug found in auth module.,Critical,,Dashboard,UNKNOWN,john.doe@company.com,Testing,Deployment,09/12/2024 04:31,,N/A,Edge,Mac
JIRA-1272,UI overlapping on dashboard widgets,Bug found in payment module.,Blocker,,Backend,qa.team@company.com,product@company.com,UAT,,,,N/A,,Win10
JIRA-2405,Database timeout on user search,Bug found in api module.,Normal,Re-opened,Payment,product@company.com,john.doe@company.com,development,Dev,,Not Yet,1 day,Safari,Mac
JIRA-2326,Mobile app crashes on startup,Bug found in dashboard module.,Medium,Re-opened,auth-service,UNKNOWN,,Development,DESIGN,12/20/2024 23:25,Not Yet,2 hours,,Android
JIRA-1004,API rate limiter not working,Bug found in api module.,Blocker,CLOSED,,product@company.com,product@company.com,,QA,04/15/2024 19:48,04/25/2024,250,Safari,macOS
JIRA-2083,Export to CSV produces empty file,Bug found in payment module.,High,Closed,EMAIL,dev.lead@company.com,qa.team@company.com,,QA,,N/A,,Edge,
JIRA-2327,API rate limiter not working,Bug found in payment module.,,InProgress,API,UNKNOWN,product@company.com,Testing,requirements,1727354760.0,N/A,0,IE,Linux
JIRA-1193,Session timeout too short,Bug found in payment module.,P2,RESOLVED,api-gateway,,,prod,Deployment,05/04/2024 19:53,Not Yet,1 day,,Win10
JIRA-2409,API rate limiter not working,Bug found in auth module.,Trivial,Open,DB,product@company.com,product@company.com,dev,QA,,12/22/2024,26.4,Chrome,macOS
JIRA-2176,Session timeout too short,Bug found in db module.,LOW,CLOSED,Database,,dev.lead@company.com,STAGE,Dev,1710317100.0,N/A,117,Safari,Android
JIRA-1494,User permissions not applied correctly,Bug found in db module.,Blocker,Reopened,Database,product@company.com,,stg,Requirements,06-Apr-2024 12:49:00,04/12/2024,N/A,Edge,Mac
JIRA-1721,Export to CSV produces empty file,Bug found in api module.,HIGH,REOPENED,payment-gateway,,,Production,Dev,07/19/2024 11:59,2024-08-04 02:59:00,2 hours,FIREFOX,iOS
JIRA-2670,API rate limiter not working,Bug found in auth module.,HIGH,IN_PROGRESS,Authentication,dev.lead@company.com,qa.team@company.com,Staging,Design,1710328980.0,,,,Windows 10
JIRA-1998,API rate limiter not working,Bug found in db module.,HIGH,Working,database,,dev.lead@company.com,UAT,Testing,1726122360.0,,-1,chrome,Win10
JIRA-1399,Session timeout too short,Bug found in payment module.,Normal,IN_PROGRESS,UI,,UNKNOWN,production,Design,1715934660.0,2024-05-17 16:01:00,-1,Safari,iOS
JIRA-2277,Timezone conversion incorrect,Bug found in db module.,Trivial,Complete,PAYMENT,,jane.smith@company.com,DEV,requirements,31-Jul-2024 23:35:00,N/A,8.6,,ubuntu
JIRA-2763,Mobile app crashes on startup,Bug found in dashboard module.,Critical,IN_PROGRESS,Dashboard,product@company.com,,production,Development,12-Nov-2024 02:33:00,Not Yet,0,Safari,macOS
JIRA-2883,Form validation bypassed on submit,Bug found in dashboard module.,P3,In Progress,Backend,john.doe@company.com,product@company.com,Development,QA,22-Nov-2024 08:26:00,2024-12-13 11:26:00,2 hours,FIREFOX,Linux
JIRA-1515,File upload fails for PDF files,Bug found in auth module.,P3,Open,Authentication,UNKNOWN,jane.smith@company.com,UAT,Dev,1708857780.0,N/A,390,Chrome,Linux
JIRA-2853,Payment gateway returns 500 error,Bug found in auth module.,Medium,Verified,Dashboard,john.doe@company.com,dev.lead@company.com,production,Deployment,11/13/2024 14:52,N/A,40,Firefox,Mac
JIRA-2116,Password reset link expired instantly,Bug found in api module.,LOW,Resolved,notification-service,UNKNOWN,john.doe@company.com,Production,DESIGN,20-May-2024 10:24:00,Not Yet,473,Firefox,Windows 10
JIRA-2459,Database timeout on user search,Bug found in payment module.,Normal,REOPENED,Database,john.doe@company.com,john.doe@company.com,prod,requirements,17-Aug-2024 15:23:00,2024-09-16 10:23:00,20.1,Safari,Mac
JIRA-2690,Session timeout too short,Bug found in db module.,MEDIUM,,API,qa.team@company.com,qa.team@company.com,Staging,DESIGN,2024-05-27 17:46:00,2024-06-02 00:46:00,N/A,Firefox,macOS
JIRA-1159,Login button not responding on mobile,Bug found in payment module.,High,Done,,jane.smith@company.com,john.doe@company.com,Development,requirements,06/09/2024 08:00,,N/A,FIREFOX,Android
JIRA-1586,File upload fails for PDF files,Bug found in auth module.,Critical,Closed,payment-gateway,,john.doe@company.com,,Testing,2024-09-16 07:15:00,N/A,N/A,IE,Win10
JIRA-1433,Password reset link expired instantly,Bug found in auth module.,P0,IN_PROGRESS,DB,john.doe@company.com,jane.smith@company.com,PROD,Design,23-Feb-2024 06:37:00,,169,Edge,
JIRA-1709,Null pointer exception in auth module,Bug found in auth module.,Low,Re-opened,auth-service,product@company.com,dev.lead@company.com,PROD,Testing,,2024-04-16 00:57:00,2 hours,Edge,iOS
JIRA-1677,Login button not responding on mobile,Bug found in payment module.,P1,Open,AUTH,jane.smith@company.com,qa.team@company.com,Staging,Requirements,2024-12-20 01:01:00,N/A,N/A,Firefox,Windows 10
JIRA-2289,Session timeout too short,Bug found in payment module.,Minor,Done,Payment,UNKNOWN,jane.smith@company.com,development,,2024-12-29 20:24:00,2024-12-31 22:24:00,-1,Firefox,Android
JIRA-2894,Timezone conversion incorrect,Bug found in auth module.,Minor,CLOSED,PAYMENT,qa.team@company.com,,dev,Maintenance,06/26/2024 13:51,Not Yet,2 hours,Chrome,Win10
JIRA-1656,Database timeout on user search,Bug found in dashboard module.,P1,Fixed,EMAIL,qa.team@company.com,UNKNOWN,STAGE,,14-Sep-2024 12:40:00,Not Yet,0,Chrome,
JIRA-1040,CSS broken on Safari browser,Bug found in db module.,CRITICAL,OPEN,notification-service,jane.smith@company.com,john.doe@company.com,,Deployment,02-Jul-2024 00:58:00,Not Yet,0,Edge,Mac
JIRA-1970,Memory leak in background service,Bug found in payment module.,CRITICAL,Complete,EMAIL,UNKNOWN,product@company.com,production,,11/25/2024 10:33,Not Yet,N/A,FIREFOX,Linux
JIRA-1752,Memory leak in background service,Bug found in api module.,LOW,,payment-gateway,qa.team@company.com,,production,Design,07/26/2024 11:12,Not Yet,24.8,Chrome,ubuntu
JIRA-1585,Payment gateway returns 500 error,Bug found in auth module.,Trivial,Done,Backend,product@company.com,john.doe@company.com,DEV,Requirements,1730577840.0,N/A,N/A,Firefox,Windows 10
JIRA-2937,Slow query on reports page,Bug found in api module.,Low,InProgress,Database,jane.smith@company.com,UNKNOWN,PROD,,,09/04/2024,1 day,chrome,iOS
JIRA-2952,Session timeout too short,Bug found in auth module.,HIGH,OPEN,user-dashboard,UNKNOWN,UNKNOWN,QA,Dev,,11/03/2024,0,,Mac
JIRA-1551,UI overlapping on dashboard widgets,Bug found in payment module.,Critical,In Progress,payment-gateway,jane.smith@company.com,john.doe@company.com,Development,Design,12-May-2024 09:17:00,05/13/2024,-1,Safari,
JIRA-2121,Session timeout too short,Bug found in payment module.,Minor,IN_PROGRESS,AUTH,UNKNOWN,qa.team@company.com,development,Dev,,08/30/2024,0,Safari,macOS
JIRA-1641,File upload fails for PDF files,Bug found in api module.,P3,Working,payment-gateway,,,QA,QA,2024-12-29 11:28:00,Not Yet,,Safari,Linux
JIRA-1015,Payment gateway returns 500 error,Bug found in auth module.,Low,IN_PROGRESS,database,,,production,,12/27/2024 04:42,Not Yet,1 day,Chrome,Windows 10
JIRA-1223,CSS broken on Safari browser,Bug found in auth module.,Medium,Open,api-gateway,dev.lead@company.com,jane.smith@company.com,staging,,,2024-09-09 22:49:00,21.1,FIREFOX,Android
JIRA-1930,Timezone conversion incorrect,Bug found in db module.,,OPEN,Notifications,dev.lead@company.com,product@company.com,development,Maintenance,10-Jun-2024 18:46:00,2024-06-20 15:46:00,,Safari,macOS
JIRA-2216,Null pointer exception in auth module,Bug found in db module.,P2,New,PAYMENT,qa.team@company.com,,dev,Dev,2024-09-17 06:13:00,N/A,-1,chrome,iOS
JIRA-2623,Export to CSV produces empty file,Bug found in payment module.,LOW,In Progress,Payment,qa.team@company.com,qa.team@company.com,staging,Dev,2024-01-20 05:18:00,Not Yet,-1,IE,
JIRA-1364,CSS broken on Safari browser,Bug found in payment module.,Trivial,TODO,API,,qa.team@company.com,stg,Deployment,1734134220.0,,16.4,IE,macOS
JIRA-2111,API rate limiter not working,Bug found in payment module.,CRITICAL,Fixed,notification-service,UNKNOWN,qa.team@company.com,QA,requirements,02/29/2024 18:36,03/12/2024,2 hours,Chrome,Android
JIRA-2434,Null pointer exception in auth module,Bug found in api module.,CRITICAL,IN_PROGRESS,user-dashboard,UNKNOWN,dev.lead@company.com,stg,QA,24-Dec-2024 16:17:00,,-1,Chrome,Android
JIRA-2625,Slow query on reports page,Bug found in payment module.,P1,Resolved,Database,UNKNOWN,john.doe@company.com,Development,Testing,,Not Yet,-1,chrome,Android
JIRA-1570,CSS broken on Safari browser,Bug found in payment module.,Minor,RESOLVED,user-dashboard,qa.team@company.com,product@company.com,dev,DESIGN,1707854160.0,Not Yet,0,FIREFOX,Win10
JIRA-1630,Memory leak in background service,Bug found in payment module.,Trivial,Complete,api-gateway,dev.lead@company.com,jane.smith@company.com,Development,Testing,05/08/2024 12:19,Not Yet,,Safari,Android
JIRA-1631,Database timeout on user search,Bug found in db module.,Major,Resolved,UI,,john.doe@company.com,development,DESIGN,12/13/2024 22:11,,2 hours,chrome,Android
JIRA-1737,Payment gateway returns 500 error,Bug found in dashboard module.,,Open,DB,UNKNOWN,product@company.com,Production,QA,2024-07-15 18:35:00,Not Yet,13.9,Chrome,iOS
JIRA-1257,Database timeout on user search,Bug found in auth module.,P0,Working,user-dashboard,qa.team@company.com,product@company.com,DEV,QA,2024-09-01 09:10:00,2024-09-19 02:10:00,383,IE,Windows 10
JIRA-2893,Email notifications not being sent,Bug found in dashboard module.,High,New,,,,stg,Requirements,1729415040.0,Not Yet,N/A,Chrome,iOS
JIRA-2540,Session timeout too short,Bug found in api module.,Normal,Fixed,API,UNKNOWN,jane.smith@company.com,DEV,Maintenance,03/08/2024 12:06,03/13/2024,,Chrome,Win10
JIRA-1158,Search results return wrong data,Bug found in payment module.,HIGH,OPEN,user-dashboard,jane.smith@company.com,,prod,QA,1725702180.0,N/A,2.8,Safari,macOS
JIRA-2335,Search results return wrong data,Bug found in api module.,MEDIUM,,Dashboard,dev.lead@company.com,UNKNOWN,staging,,2024-02-15 17:28:00,2024-02-18 10:28:00,2 hours,Chrome,ubuntu
JIRA-2419,Email notifications not being sent,Bug found in db module.,P0,Done,EMAIL,UNKNOWN,qa.team@company.com,UAT,,,2024-03-09 21:56:00,-1,chrome,Windows 10
JIRA-1548,Memory leak in background service,Bug found in dashboard module.,Blocker,,,qa.team@company.com,john.doe@company.com,development,Deployment,1730459520.0,Not Yet,,Firefox,Win10
JIRA-1846,Email notifications not being sent,Bug found in db module.,Normal,In Progress,EMAIL,dev.lead@company.com,jane.smith@company.com,Staging,Development,05/15/2024 14:02,06/09/2024,N/A,Firefox,Mac
JIRA-1945,Mobile app crashes on startup,Bug found in dashboard module.,P1,Re-opened,UI,john.doe@company.com,product@company.com,DEV,Requirements,20-Mar-2024 22:44:00,04/08/2024,N/A,Edge,Mac
JIRA-1820,Email notifications not being sent,Bug found in auth module.,P2,Working,api-gateway,dev.lead@company.com,UNKNOWN,development,QA,2024-09-06 14:45:00,,0,Safari,Windows 10
JIRA-2050,API rate limiter not working,Bug found in db module.,Trivial,Resolved,Notifications,,,prod,Dev,13-Jul-2024 02:10:00,,0,Chrome,
JIRA-1895,Payment gateway returns 500 error,Bug found in db module.,Normal,Re-opened,API,,,prod,Dev,1723751940.0,Not Yet,5.7,Safari,Android
JIRA-1080,Payment gateway returns 500 error,Bug found in auth module.,Major,Verified,AUTH,john.doe@company.com,,dev,DESIGN,1724356020.0,08/23/2024,0,Edge,
JIRA-2757,Session timeout too short,Bug found in db module.,LOW,Resolved,user-dashboard,UNKNOWN,product@company.com,stg,QA,,04/09/2024,39.5,Chrome,iOS
JIRA-1050,Slow query on reports page,Bug found in auth module.,Blocker,Complete,api-gateway,product@company.com,john.doe@company.com,production,DESIGN,03-Jun-2024 05:36:00,06/28/2024,-1,chrome,macOS
JIRA-1815,Timezone conversion incorrect,Bug found in dashboard module.,Major,In Progress,AUTH,,product@company.com,stg,Design,22-Sep-2024 12:18:00,2024-09-25 21:18:00,1 day,,Win10
JIRA-1168,Mobile app crashes on startup,Bug found in api module.,Blocker,Complete,PAYMENT,dev.lead@company.com,qa.team@company.com,STAGE,QA,2024-06-26 03:30:00,2024-07-19 08:30:00,256,IE,Android
JIRA-1473,Payment gateway returns 500 error,Bug found in api module.,Low,Resolved,Payment,dev.lead@company.com,,Development,Design,1715272320.0,Not Yet,1 day,FIREFOX,Mac
JIRA-1955,Search results return wrong data,Bug found in db module.,MEDIUM,Complete,API,UNKNOWN,dev.lead@company.com,UAT,Requirements,,05/15/2024,0,Firefox,Android
JIRA-1396,File upload fails for PDF files,Bug found in payment module.,P1,OPEN,API,jane.smith@company.com,jane.smith@company.com,QA,Maintenance,,N/A,-1,Chrome,macOS
JIRA-2334,Email notifications not being sent,Bug found in api module.,P2,Complete,Payment,qa.team@company.com,john.doe@company.com,prod,Design,03/26/2024 00:16,N/A,230,IE,Windows 10
JIRA-1798,Form validation bypassed on submit,Bug found in auth module.,High,Working,Authentication,dev.lead@company.com,,Staging,Development,11/09/2024 10:42,2024-12-08 00:42:00,,FIREFOX,Android
JIRA-2311,Search results return wrong data,Bug found in api module.,,Resolved,EMAIL,product@company.com,qa.team@company.com,dev,requirements,2024-12-04 17:36:00,2024-12-04 22:36:00,N/A,chrome,Linux
JIRA-2235,Mobile app crashes on startup,Bug found in payment module.,P0,InProgress,UI,product@company.com,product@company.com,development,Testing,01-Feb-2024 05:46:00,N/A,39.0,,iOS
JIRA-2153,Memory leak in background service,Bug found in auth module.,P2,OPEN,Authentication,,dev.lead@company.com,PROD,Development,,,6.8,IE,macOS
JIRA-2510,Slow query on reports page,Bug found in auth module.,Medium,In Progress,Authentication,jane.smith@company.com,dev.lead@company.com,STAGE,Design,,,-1,Safari,Win10
JIRA-2651,Null pointer exception in auth module,Bug found in api module.,Major,Fixed,UI,qa.team@company.com,jane.smith@company.com,UAT,Development,10-Aug-2024 23:04:00,N/A,,chrome,Win10
JIRA-2256,API rate limiter not working,Bug found in auth module.,Major,TODO,Dashboard,UNKNOWN,john.doe@company.com,dev,Maintenance,1724780580.0,09/10/2024,,Edge,
JIRA-1704,UI overlapping on dashboard widgets,Bug found in auth module.,CRITICAL,Reopened,auth-service,product@company.com,product@company.com,STAGE,Development,1719189120.0,Not Yet,,Chrome,Win10
JIRA-1353,Export to CSV produces empty file,Bug found in dashboard module.,Major,Closed,PAYMENT,,qa.team@company.com,Staging,,09/07/2024 16:13,2024-09-26 10:13:00,-1,FIREFOX,macOS
JIRA-1739,Slow query on reports page,Bug found in payment module.,Minor,IN_PROGRESS,EMAIL,,john.doe@company.com,staging,Development,16-Jul-2024 07:46:00,,-1,FIREFOX,Linux
JIRA-2428,Session timeout too short,Bug found in payment module.,MEDIUM,REOPENED,Database,john.doe@company.com,,Development,Deployment,1706071680.0,Not Yet,243,Chrome,
JIRA-2224,Mobile app crashes on startup,Bug found in dashboard module.,HIGH,RESOLVED,user-dashboard,UNKNOWN,UNKNOWN,DEV,requirements,07-Jan-2024 09:57:00,Not Yet,376,Chrome,macOS
JIRA-2965,Payment gateway returns 500 error,Bug found in db module.,P1,Fixed,auth-service,qa.team@company.com,product@company.com,PROD,Requirements,27-Nov-2024 17:33:00,N/A,,,Mac
JIRA-2956,Timezone conversion incorrect,Bug found in auth module.,P3,,EMAIL,UNKNOWN,john.doe@company.com,PROD,,1706019720.0,2024-02-05 17:52:00,1 day,chrome,Android
JIRA-1536,File upload fails for PDF files,Bug found in payment module.,Low,Complete,user-dashboard,dev.lead@company.com,,STAGE,Development,02/11/2024 23:01,Not Yet,329,,Win10
JIRA-1187,Null pointer exception in auth module,Bug found in payment module.,Critical,Open,Payment,,dev.lead@company.com,staging,requirements,1709569920.0,N/A,1 day,IE,
JIRA-2885,Memory leak in background service,Bug found in payment module.,Critical,Fixed,DB,,qa.team@company.com,stg,DESIGN,11/15/2024 04:44,,25.4,,Android
JIRA-1066,Session timeout too short,Bug found in db module.,High,Working,notification-service,,john.doe@company.com,development,Development,2024-01-03 01:07:00,01/27/2024,1 day,Safari,Windows 10
JIRA-2800,CSS broken on Safari browser,Bug found in db module.,Normal,,DB,product@company.com,john.doe@company.com,Production,requirements,1704573180.0,02/01/2024,,Safari,
JIRA-2580,Null pointer exception in auth module,Bug found in db module.,,Open,notification-service,john.doe@company.com,jane.smith@company.com,PROD,Development,2024-01-06 09:59:00,2024-02-04 12:59:00,0,chrome,ubuntu
JIRA-1690,Mobile app crashes on startup,Bug found in payment module.,P2,CLOSED,AUTH,,,development,QA,INVALID_DATE,,N/A,Firefox,ubuntu
JIRA-2431,Session timeout too short,Bug found in api module.,Major,TODO,database,,,,DESIGN,,N/A,N/A,Firefox,Android
JIRA-1166,Login button not responding on mobile,Bug found in api module.,P1,Resolved,database,jane.smith@company.com,jane.smith@company.com,stg,QA,01/14/2024 06:59,N/A,0,,Android
JIRA-1695,User permissions not applied correctly,Bug found in payment module.,Blocker,REOPENED,AUTH,qa.team@company.com,dev.lead@company.com,STAGE,Design,2024-03-14 18:32:00,N/A,N/A,Safari,Linux
JIRA-1157,Memory leak in background service,Bug found in api module.,HIGH,Working,auth-service,product@company.com,,staging,Design,2024-09-15 23:48:00,10/16/2024,0,IE,Win10
JIRA-1486,Database timeout on user search,Bug found in dashboard module.,Blocker,RESOLVED,Backend,jane.smith@company.com,dev.lead@company.com,STAGE,Testing,1732566540.0,12/10/2024,14.0,Firefox,macOS
JIRA-2215,Payment gateway returns 500 error,Bug found in dashboard module.,Minor,Fixed,database,,jane.smith@company.com,Production,Requirements,1731138720.0,2024-12-04 21:22:00,-1,IE,Windows 10
JIRA-2439,Null pointer exception in auth module,Bug found in api module.,Normal,REOPENED,user-dashboard,,dev.lead@company.com,staging,Development,26-Aug-2024 22:49:00,2024-08-29 06:49:00,1 day,,Android
JIRA-1528,API rate limiter not working,Bug found in dashboard module.,Low,Done,database,dev.lead@company.com,product@company.com,prod,Development,1734037260.0,Not Yet,2 hours,IE,Win10
JIRA-2747,CSS broken on Safari browser,Bug found in db module.,MEDIUM,REOPENED,Database,,UNKNOWN,dev,,12/19/2024 00:05,12/27/2024,1 day,Edge,Windows 10
JIRA-2330,Session timeout too short,Bug found in payment module.,Medium,CLOSED,auth-service,,product@company.com,dev,Development,2024-12-20 08:49:00,01/16/2025,17,chrome,Android
JIRA-1694,Password reset link expired instantly,Bug found in payment module.,Trivial,Working,notification-service,john.doe@company.com,,Staging,,1729175340.0,11/03/2024,468,Safari,macOS
JIRA-1148,Search results return wrong data,Bug found in dashboard module.,P2,OPEN,api-gateway,dev.lead@company.com,,staging,Design,1711004520.0,,58,IE,
JIRA-2638,Database timeout on user search,Bug found in auth module.,Low,Complete,api-gateway,,john.doe@company.com,stg,QA,18-May-2024 00:26:00,Not Yet,,Firefox,iOS
JIRA-1642,Payment gateway returns 500 error,Bug found in auth module.,MEDIUM,Re-opened,Dashboard,UNKNOWN,,UAT,QA,05/04/2024 05:27,,38.5,chrome,iOS
JIRA-2980,CSS broken on Safari browser,Bug found in db module.,MEDIUM,Done,Authentication,UNKNOWN,,Staging,Development,07/28/2024 19:37,N/A,N/A,Edge,
JIRA-1697,Email notifications not being sent,Bug found in db module.,CRITICAL,Working,api-gateway,john.doe@company.com,qa.team@company.com,development,Design,,N/A,,IE,Mac
JIRA-1855,Login button not responding on mobile,Bug found in api module.,Medium,New,Backend,jane.smith@company.com,UNKNOWN,staging,Maintenance,04-Jul-2024 14:43:00,07/28/2024,102,FIREFOX,Linux
JIRA-1294,Payment gateway returns 500 error,Bug found in api module.,P0,OPEN,AUTH,product@company.com,qa.team@company.com,development,QA,11/05/2024 22:22,Not Yet,-1,Firefox,iOS
JIRA-2831,Slow query on reports page,Bug found in api module.,Medium,Re-opened,Backend,,UNKNOWN,STAGE,Dev,25-Jul-2024 07:56:00,07/26/2024,0,,Mac
JIRA-1750,Search results return wrong data,Bug found in dashboard module.,Trivial,OPEN,AUTH,john.doe@company.com,qa.team@company.com,UAT,Deployment,2024-09-12 17:06:00,N/A,-1,FIREFOX,Windows 10
JIRA-1754,Search results return wrong data,Bug found in auth module.,Major,REOPENED,database,,product@company.com,Production,QA,2024-11-05 12:06:00,2024-11-13 12:06:00,1 day,IE,macOS
JIRA-1286,File upload fails for PDF files,Bug found in payment module.,Low,REOPENED,AUTH,dev.lead@company.com,jane.smith@company.com,prod,Design,1722961740.0,2024-08-09 06:59:00,-1,chrome,macOS
JIRA-1650,Null pointer exception in auth module,Bug found in api module.,Medium,TODO,api-gateway,,jane.smith@company.com,PROD,,1711414860.0,04/20/2024,2 hours,FIREFOX,iOS
JIRA-2994,User permissions not applied correctly,Bug found in api module.,CRITICAL,Verified,notification-service,UNKNOWN,UNKNOWN,prod,Maintenance,03-Aug-2024 00:03:00,08/06/2024,17.2,Edge,Mac
JIRA-2680,Email notifications not being sent,Bug found in api module.,LOW,Fixed,user-dashboard,,jane.smith@company.com,Staging,Dev,2024-04-29 11:46:00,2024-05-30 10:46:00,-1,chrome,Win10
JIRA-2756,UI overlapping on dashboard widgets,Bug found in api module.,P2,TODO,Backend,john.doe@company.com,john.doe@company.com,development,Dev,20-Mar-2024 02:18:00,,,Edge,
JIRA-1840,Mobile app crashes on startup,Bug found in auth module.,MEDIUM,IN_PROGRESS,PAYMENT,jane.smith@company.com,,stg,QA,,2024-03-16 22:57:00,2 hours,,
JIRA-1277,Chart rendering fails with large datasets,Bug found in dashboard module.,Normal,Resolved,Notifications,,dev.lead@company.com,dev,,2024-05-13 09:39:00,2024-05-24 13:39:00,1 day,chrome,Win10
JIRA-1849,Chart rendering fails with large datasets,Bug found in api module.,P1,Reopened,DB,dev.lead@company.com,jane.smith@company.com,prod,,,,0,Edge,Linux
JIRA-1713,UI overlapping on dashboard widgets,Bug found in auth module.,P2,New,EMAIL,,john.doe@company.com,Development,Deployment,2024-04-02 10:00:00,2024-04-11 12:00:00,61,Safari,macOS
JIRA-1142,Search results return wrong data,Bug found in db module.,Minor,IN_PROGRESS,api-gateway,product@company.com,,PROD,Design,08/11/2024 22:05,Not Yet,0,Safari,Linux
JIRA-1959,Chart rendering fails with large datasets,Bug found in auth module.,Minor,RESOLVED,database,jane.smith@company.com,,development,DESIGN,,,-1,Edge,Mac
JIRA-1018,UI overlapping on dashboard widgets,Bug found in auth module.,Low,Open,payment-gateway,john.doe@company.com,UNKNOWN,production,Maintenance,1718529120.0,,,Edge,Linux
JIRA-2605,Chart rendering fails with large datasets,Bug found in dashboard module.,P0,Working,API,qa.team@company.com,john.doe@company.com,Testing,QA,18-Jun-2024 17:22:00,,N/A,Firefox,Linux
JIRA-1565,Password reset link expired instantly,Bug found in auth module.,Critical,Open,notification-service,jane.smith@company.com,john.doe@company.com,UAT,Design,1725312900.0,2024-09-20 09:05:00,N/A,Safari,iOS
JIRA-2035,Database timeout on user search,Bug found in auth module.,P3,Complete,auth-service,jane.smith@company.com,UNKNOWN,DEV,QA,12/12/2024 21:18,N/A,0,Firefox,Windows 10
JIRA-1999,UI overlapping on dashboard widgets,Bug found in api module.,MEDIUM,Complete,AUTH,,,staging,QA,,,139,Edge,ubuntu
JIRA-1024,Email notifications not being sent,Bug found in payment module.,Trivial,Open,Database,,qa.team@company.com,Production,Testing,14-Jun-2024 01:34:00,2024-07-13 13:34:00,27.6,IE,ubuntu
JIRA-2214,Slow query on reports page,Bug found in auth module.,HIGH,InProgress,user-dashboard,,qa.team@company.com,production,QA,2024-10-06 06:08:00,N/A,14.8,,
JIRA-2910,Email notifications not being sent,Bug found in payment module.,MEDIUM,Done,Payment,UNKNOWN,john.doe@company.com,Testing,Dev,,,N/A,Chrome,Windows 10
JIRA-1056,Timezone conversion incorrect,Bug found in api module.,CRITICAL,,EMAIL,,UNKNOWN,staging,Requirements,2024-02-01 23:55:00,,0,chrome,Win10
JIRA-2677,Search results return wrong data,Bug found in db module.,CRITICAL,Reopened,Payment,jane.smith@company.com,UNKNOWN,stg,Design,09-Apr-2024 02:32:00,04/15/2024,0,IE,macOS
JIRA-1387,Session timeout too short,Bug found in dashboard module.,Normal,Fixed,EMAIL,,dev.lead@company.com,QA,Development,,N/A,-1,Safari,Linux
JIRA-1774,Mobile app crashes on startup,Bug found in db module.,LOW,Done,Backend,product@company.com,UNKNOWN,production,Testing,INVALID_DATE,,0,FIREFOX,Win10
JIRA-2590,Mobile app crashes on startup,Bug found in dashboard module.,LOW,TODO,user-dashboard,jane.smith@company.com,dev.lead@company.com,prod,Requirements,1720524780.0,N/A,430,Edge,Android
JIRA-1647,Login button not responding on mobile,Bug found in api module.,Normal,Fixed,API,qa.team@company.com,jane.smith@company.com,Development,QA,12/08/2024 07:00,Not Yet,36.2,Firefox,macOS
JIRA-1521,API rate limiter not working,Bug found in api module.,Medium,Closed,Backend,product@company.com,jane.smith@company.com,staging,QA,11/16/2024 06:25,Not Yet,39.3,Firefox,
JIRA-1411,CSS broken on Safari browser,Bug found in db module.,CRITICAL,Complete,EMAIL,,UNKNOWN,Staging,QA,1706011020.0,02/23/2024,2.1,Edge,Linux
JIRA-1949,File upload fails for PDF files,Bug found in api module.,LOW,Fixed,EMAIL,product@company.com,qa.team@company.com,staging,DESIGN,2024-12-19 18:13:00,Not Yet,1 day,Safari,Windows 10
JIRA-2124,Memory leak in background service,Bug found in dashboard module.,P0,Re-opened,Notifications,jane.smith@company.com,UNKNOWN,Development,QA,1714545120.0,2024-05-04 07:02:00,77,Edge,
JIRA-1823,Password reset link expired instantly,Bug found in payment module.,LOW,IN_PROGRESS,DB,product@company.com,,DEV,Design,26-Sep-2024 22:58:00,N/A,,Firefox,Mac
JIRA-1880,Export to CSV produces empty file,Bug found in api module.,P2,Fixed,database,UNKNOWN,UNKNOWN,STAGE,requirements,27-Nov-2024 07:56:00,,477,chrome,Linux
JIRA-2788,Form validation bypassed on submit,Bug found in dashboard module.,CRITICAL,RESOLVED,user-dashboard,,john.doe@company.com,development,Testing,03/05/2024 13:35,N/A,0,Chrome,Linux
JIRA-1401,Null pointer exception in auth module,Bug found in db module.,High,Open,notification-service,jane.smith@company.com,,dev,DESIGN,08-Jul-2024 20:57:00,Not Yet,N/A,IE,Win10
JIRA-1620,User permissions not applied correctly,Bug found in dashboard module.,HIGH,Verified,Notifications,,,dev,requirements,08/05/2024 21:28,,206,FIREFOX,ubuntu
JIRA-1165,Mobile app crashes on startup,Bug found in api module.,MEDIUM,REOPENED,notification-service,dev.lead@company.com,product@company.com,QA,,1715711340.0,06/03/2024,-1,Chrome,Windows 10
JIRA-2922,Password reset link expired instantly,Bug found in dashboard module.,Blocker,Complete,AUTH,john.doe@company.com,,PROD,Dev,1721110260.0,Not Yet,1 day,chrome,ubuntu
JIRA-2804,Form validation bypassed on submit,Bug found in db module.,,Closed,AUTH,,UNKNOWN,Staging,Requirements,2024-08-08 09:40:00,Not Yet,2 hours,chrome,
