source,ticket_id,title,description,priority,status,component,reporter,assignee,environment,sdlc_phase,created_date,resolved_date,time_spent_minutes,browser,os,resolution_days,bug_type
GitHub,GH-258,Backend: Database connection pool exhausted,"## Description
This bug causes the app to crash

## Steps
1. Open app
2. Click button
3. See error",Medium,Open,API,developer1,Unknown,Unknown,Unknown,,,,,,,Data Integrity
GitHub,GH-259,UI: Button alignment broken on mobile,"## Description
None

## Steps
1. Open app
2. Click button
3. See error",High,Unknown,Dashboard,Unknown,Unknown,Unknown,Unknown,,,,,,,UI/Visual
GitHub,GH-260,Fix: Login page crash on submit,"## Description
Found during QA testing

## Steps
1. Open app
2. Click button
3. See error",Unknown,Closed,Authentication,qa_tester,dev_john,Unknown,Unknown,,,,,,,Crash/Fatal
GitHub,GH-261,Fix: Cron job failing silently,"## Description
Unexpected behavior in production

## Steps
",High,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,Functional
GitHub,GH-262,Security: XSS vulnerability in search,"## Description
None

## Steps
",Medium,Closed,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,Security
GitHub,GH-263,UI: Button alignment broken on mobile,"## Description
None

## Steps
Cannot reproduce consistently",Low,Open,Dashboard,product_manager,Unknown,Unknown,Unknown,,,,,,,UI/Visual
GitHub,GH-264,Security: XSS vulnerability in search,"## Description


## Steps
",Medium,Closed,Unknown,qa_tester,Unknown,Unknown,Unknown,,,,,,,Security
GitHub,GH-265,Fix: Cron job failing silently,"## Description
This bug causes the app to crash

## Steps
1. Open app
2. Click button
3. See error",Medium,Open,Unknown,customer_support,dev_jane,Unknown,Unknown,,,,,,,Functional
GitHub,GH-266,UI: Button alignment broken on mobile,"## Description
This bug causes the app to crash

## Steps
See screenshot attached",Unknown,Closed,Dashboard,Unknown,dev_bob,Unknown,Unknown,,,,,,,UI/Visual
GitHub,GH-267,Error in payment processing module,"## Description
Found during QA testing

## Steps
See screenshot attached",Medium,Unknown,Payment,qa_tester,Unknown,Unknown,Unknown,,,,,,,Functional
GitHub,GH-268,Fix: Cron job failing silently,"## Description
This bug causes the app to crash

## Steps
See screenshot attached",Unknown,Open,Unknown,product_manager,Unknown,Unknown,Unknown,,,,,,,Functional
GitHub,GH-269,Bug: API returns 404 for valid endpoints,"## Description
Found during QA testing

## Steps
Cannot reproduce consistently",Medium,Open,API,Unknown,Unknown,Unknown,Unknown,,,,,,,API/Integration
GitHub,GH-270,Security: XSS vulnerability in search,"## Description
This bug causes the app to crash

## Steps
",Low,Unknown,Unknown,developer1,dev_john,Unknown,Unknown,,,,,,,Security
GitHub,GH-271,UI: Button alignment broken on mobile,"## Description


## Steps
Cannot reproduce consistently",Unknown,Open,Dashboard,Unknown,dev_john,Unknown,Unknown,,,,,,,UI/Visual
GitHub,GH-272,Bug: API returns 404 for valid endpoints,"## Description
Customer reported this issue

## Steps
See screenshot attached",Unknown,Open,API,developer1,dev_bob,Unknown,Unknown,,,,,,,API/Integration
GitHub,GH-273,Error in payment processing module,"## Description
None

## Steps
Cannot reproduce consistently",Medium,Closed,Payment,product_manager,Unknown,Unknown,Unknown,,,,,,,Functional
GitHub,GH-274,Bug: API returns 404 for valid endpoints,"## Description
Customer reported this issue

## Steps
",Medium,Open,API,developer1,dev_john,Unknown,Unknown,,,,,,,API/Integration
GitHub,GH-275,Bug: Email template rendering incorrectly,"## Description
Found during QA testing

## Steps
See screenshot attached",Medium,Unknown,Notifications,Unknown,Unknown,Unknown,Unknown,,,,,,,Functional
GitHub,GH-276,Fix: Cron job failing silently,"## Description
Unexpected behavior in production

## Steps
1. Open app
2. Click button
3. See error",Critical,Closed,Unknown,qa_tester,dev_john,Unknown,Unknown,,,,,,,Functional
GitHub,GH-277,Issue: Dashboard loading slowly,"## Description
This bug causes the app to crash

## Steps
Cannot reproduce consistently",Low,Open,Dashboard,qa_tester,dev_john,Unknown,Unknown,,,,,,,Performance
GitHub,GH-278,UI: Button alignment broken on mobile,"## Description
None

## Steps
Cannot reproduce consistently",Medium,Open,Dashboard,Unknown,Unknown,Unknown,Unknown,,,,,,,UI/Visual
GitHub,GH-279,Fix: Login page crash on submit,"## Description
None

## Steps
See screenshot attached",Unknown,Open,Authentication,qa_tester,Unknown,Unknown,Unknown,,,,,,,Crash/Fatal
GitHub,GH-280,Performance: Report generation timeout,"## Description
Found during QA testing

## Steps
Cannot reproduce consistently",Medium,Unknown,Unknown,developer1,Unknown,Unknown,Unknown,,,,,,,Performance
GitHub,GH-281,Backend: Database connection pool exhausted,"## Description
Customer reported this issue

## Steps
See screenshot attached",Medium,Open,API,developer1,Unknown,Unknown,Unknown,,,,,,,Data Integrity
GitHub,GH-282,Fix: Login page crash on submit,"## Description
Unexpected behavior in production

## Steps
",Low,Open,Authentication,customer_support,Unknown,Unknown,Unknown,,,,,,,Crash/Fatal
GitHub,GH-283,Error in payment processing module,"## Description
Customer reported this issue

## Steps
See screenshot attached",Critical,Open,Payment,product_manager,Unknown,Unknown,Unknown,,,,,,,Functional
GitHub,GH-284,Issue: Dashboard loading slowly,"## Description
Found during QA testing

## Steps
",Unknown,Closed,Dashboard,Unknown,Unknown,Unknown,Unknown,,,,,,,Performance
GitHub,GH-285,Fix: Login page crash on submit,"## Description
Found during QA testing

## Steps
1. Open app
2. Click button
3. See error",Medium,Unknown,Authentication,customer_support,dev_jane,Unknown,Unknown,,,,,,,Crash/Fatal
GitHub,GH-286,Security: XSS vulnerability in search,"## Description
None

## Steps
Cannot reproduce consistently",Medium,Closed,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,Security
GitHub,GH-287,Error in payment processing module,"## Description
None

## Steps
See screenshot attached",Unknown,Open,Payment,product_manager,Unknown,Unknown,Unknown,,,,,,,Functional
GitHub,GH-288,Error in payment processing module,"## Description


## Steps
1. Open app
2. Click button
3. See error",Medium,Open,Payment,customer_support,dev_bob,Unknown,Unknown,,,,,,,Functional
GitHub,GH-289,Issue: Dashboard loading slowly,"## Description
None

## Steps
",Medium,Open,Dashboard,developer1,Unknown,Unknown,Unknown,,,,,,,Performance
GitHub,GH-290,Fix: Cron job failing silently,"## Description
This bug causes the app to crash

## Steps
",Medium,Closed,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,Functional
GitHub,GH-291,Fix: Login page crash on submit,"## Description
Found during QA testing

## Steps
1. Open app
2. Click button
3. See error",Unknown,Closed,Authentication,qa_tester,Unknown,Unknown,Unknown,,,,,,,Crash/Fatal
GitHub,GH-292,Bug: Email template rendering incorrectly,"## Description
Found during QA testing

## Steps
Cannot reproduce consistently",Unknown,Open,Notifications,qa_tester,dev_bob,Unknown,Unknown,,,,,,,Functional
GitHub,GH-293,Error in payment processing module,"## Description
Customer reported this issue

## Steps
",Medium,Open,Payment,Unknown,Unknown,Unknown,Unknown,,,,,,,Functional
GitHub,GH-294,Fix: Login page crash on submit,"## Description
Customer reported this issue

## Steps
Cannot reproduce consistently",Unknown,Unknown,Authentication,customer_support,Unknown,Unknown,Unknown,,,,,,,Crash/Fatal
GitHub,GH-295,Fix: Login page crash on submit,"## Description
Customer reported this issue

## Steps
",Unknown,Closed,Authentication,product_manager,Unknown,Unknown,Unknown,,,,,,,Crash/Fatal
GitHub,GH-296,Fix: Login page crash on submit,"## Description
Unexpected behavior in production

## Steps
1. Open app
2. Click button
3. See error",Unknown,Unknown,Authentication,product_manager,Unknown,Unknown,Unknown,,,,,,,Crash/Fatal
GitHub,GH-297,Fix: Cron job failing silently,"## Description
Unexpected behavior in production

## Steps
",Unknown,Unknown,Unknown,Unknown,dev_bob,Unknown,Unknown,,,,,,,Functional
GitHub,GH-298,Error in payment processing module,"## Description
This bug causes the app to crash

## Steps
",Unknown,Closed,Payment,product_manager,dev_jane,Unknown,Unknown,,,,,,,Functional
GitHub,GH-299,Bug: API returns 404 for valid endpoints,"## Description
Customer reported this issue

## Steps
1. Open app
2. Click button
3. See error",Unknown,Open,API,qa_tester,dev_bob,Unknown,Unknown,,,,,,,API/Integration
GitHub,GH-300,Fix: Login page crash on submit,"## Description
Unexpected behavior in production

## Steps
",Medium,Closed,Authentication,Unknown,Unknown,Unknown,Unknown,,,,,,,Crash/Fatal
GitHub,GH-301,Issue: Dashboard loading slowly,"## Description
This bug causes the app to crash

## Steps
Cannot reproduce consistently",Critical,Unknown,Dashboard,Unknown,dev_jane,Unknown,Unknown,,,,,,,Performance
GitHub,GH-302,Backend: Database connection pool exhausted,"## Description
Found during QA testing

## Steps
Cannot reproduce consistently",Unknown,Closed,API,Unknown,Unknown,Unknown,Unknown,,,,,,,Data Integrity
GitHub,GH-303,Performance: Report generation timeout,"## Description
This bug causes the app to crash

## Steps
Cannot reproduce consistently",Unknown,Closed,Unknown,customer_support,Unknown,Unknown,Unknown,,,,,,,Performance
GitHub,GH-304,Error in payment processing module,"## Description
None

## Steps
1. Open app
2. Click button
3. See error",Low,Unknown,Payment,product_manager,dev_john,Unknown,Unknown,,,,,,,Functional
GitHub,GH-305,UI: Button alignment broken on mobile,"## Description
Customer reported this issue

## Steps
See screenshot attached",High,Closed,Dashboard,Unknown,Unknown,Unknown,Unknown,,,,,,,UI/Visual
GitHub,GH-306,UI: Button alignment broken on mobile,"## Description
Unexpected behavior in production

## Steps
See screenshot attached",Low,Unknown,Dashboard,customer_support,dev_john,Unknown,Unknown,,,,,,,UI/Visual
GitHub,GH-307,Performance: Report generation timeout,"## Description
None

## Steps
1. Open app
2. Click button
3. See error",Medium,Open,Unknown,Unknown,dev_jane,Unknown,Unknown,,,,,,,Performance
GitHub,GH-308,Bug: Email template rendering incorrectly,"## Description
None

## Steps
Cannot reproduce consistently",Unknown,Open,Notifications,product_manager,Unknown,Unknown,Unknown,,,,,,,Functional
GitHub,GH-309,Fix: Login page crash on submit,"## Description
This bug causes the app to crash

## Steps
",Medium,Closed,Authentication,Unknown,dev_jane,Unknown,Unknown,,,,,,,Crash/Fatal
GitHub,GH-310,Bug: Email template rendering incorrectly,"## Description
Unexpected behavior in production

## Steps
See screenshot attached",Unknown,Closed,Notifications,developer1,dev_john,Unknown,Unknown,,,,,,,Functional
GitHub,GH-311,UI: Button alignment broken on mobile,"## Description
None

## Steps
Cannot reproduce consistently",Medium,Unknown,Dashboard,qa_tester,dev_john,Unknown,Unknown,,,,,,,UI/Visual
GitHub,GH-312,Backend: Database connection pool exhausted,"## Description
Unexpected behavior in production

## Steps
",Critical,Closed,API,Unknown,dev_jane,Unknown,Unknown,,,,,,,Data Integrity
GitHub,GH-313,Backend: Database connection pool exhausted,"## Description
Unexpected behavior in production

## Steps
",Low,Closed,API,Unknown,dev_bob,Unknown,Unknown,,,,,,,Data Integrity
GitHub,GH-314,Bug: API returns 404 for valid endpoints,"## Description
Customer reported this issue

## Steps
1. Open app
2. Click button
3. See error",Medium,Unknown,API,developer1,Unknown,Unknown,Unknown,,,,,,,API/Integration
GitHub,GH-315,Error in payment processing module,"## Description
Found during QA testing

## Steps
Cannot reproduce consistently",Medium,Open,Payment,Unknown,Unknown,Unknown,Unknown,,,,,,,Functional
GitHub,GH-316,Security: XSS vulnerability in search,"## Description
Unexpected behavior in production

## Steps
1. Open app
2. Click button
3. See error",Medium,Open,Unknown,customer_support,Unknown,Unknown,Unknown,,,,,,,Security
GitHub,GH-317,Bug: Email template rendering incorrectly,"## Description
This bug causes the app to crash

## Steps
Cannot reproduce consistently",Unknown,Closed,Notifications,Unknown,dev_bob,Unknown,Unknown,,,,,,,Functional
GitHub,GH-318,UI: Button alignment broken on mobile,"## Description
None

## Steps
See screenshot attached",Medium,Unknown,Dashboard,qa_tester,Unknown,Unknown,Unknown,,,,,,,UI/Visual
GitHub,GH-319,Backend: Database connection pool exhausted,"## Description
Found during QA testing

## Steps
Cannot reproduce consistently",Medium,Closed,API,qa_tester,dev_jane,Unknown,Unknown,,,,,,,Data Integrity
GitHub,GH-320,Performance: Report generation timeout,"## Description
This bug causes the app to crash

## Steps
Cannot reproduce consistently",Low,Unknown,Unknown,customer_support,dev_bob,Unknown,Unknown,,,,,,,Performance
GitHub,GH-321,Issue: Dashboard loading slowly,"## Description
None

## Steps
See screenshot attached",Medium,Closed,Dashboard,Unknown,Unknown,Unknown,Unknown,,,,,,,Performance
GitHub,GH-322,Security: XSS vulnerability in search,"## Description
Customer reported this issue

## Steps
1. Open app
2. Click button
3. See error",Medium,Open,Unknown,customer_support,Unknown,Unknown,Unknown,,,,,,,Security
GitHub,GH-323,Fix: Login page crash on submit,"## Description
This bug causes the app to crash

## Steps
Cannot reproduce consistently",Medium,Unknown,Authentication,customer_support,dev_john,Unknown,Unknown,,,,,,,Crash/Fatal
GitHub,GH-324,UI: Button alignment broken on mobile,"## Description
None

## Steps
1. Open app
2. Click button
3. See error",Critical,Open,Dashboard,customer_support,dev_bob,Unknown,Unknown,,,,,,,UI/Visual
GitHub,GH-325,Bug: API returns 404 for valid endpoints,"## Description
Unexpected behavior in production

## Steps
",High,Closed,API,Unknown,dev_john,Unknown,Unknown,,,,,,,API/Integration
GitHub,GH-326,Bug: Email template rendering incorrectly,"## Description
None

## Steps
See screenshot attached",Low,Open,Notifications,Unknown,Unknown,Unknown,Unknown,,,,,,,Functional
GitHub,GH-327,Security: XSS vulnerability in search,"## Description


## Steps
",Medium,Closed,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,Security
GitHub,GH-328,Bug: Email template rendering incorrectly,"## Description
Unexpected behavior in production

## Steps
See screenshot attached",Medium,Closed,Notifications,customer_support,dev_john,Unknown,Unknown,,,,,,,Functional
GitHub,GH-329,Fix: Cron job failing silently,"## Description
Found during QA testing

## Steps
See screenshot attached",Medium,Open,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,Functional
GitHub,GH-330,Performance: Report generation timeout,"## Description
This bug causes the app to crash

## Steps
See screenshot attached",Unknown,Open,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,Performance
GitHub,GH-331,Security: XSS vulnerability in search,"## Description
This bug causes the app to crash

## Steps
See screenshot attached",Medium,Open,Unknown,developer1,Unknown,Unknown,Unknown,,,,,,,Security
GitHub,GH-332,Fix: Login page crash on submit,"## Description
Customer reported this issue

## Steps
Cannot reproduce consistently",Unknown,Unknown,Authentication,qa_tester,Unknown,Unknown,Unknown,,,,,,,Crash/Fatal
GitHub,GH-333,Backend: Database connection pool exhausted,"## Description
Customer reported this issue

## Steps
See screenshot attached",Unknown,Unknown,API,Unknown,Unknown,Unknown,Unknown,,,,,,,Data Integrity
GitHub,GH-334,Bug: Email template rendering incorrectly,"## Description
Found during QA testing

## Steps
Cannot reproduce consistently",High,Open,Notifications,qa_tester,Unknown,Unknown,Unknown,,,,,,,Functional
GitHub,GH-335,Bug: API returns 404 for valid endpoints,"## Description
Found during QA testing

## Steps
1. Open app
2. Click button
3. See error",Medium,Unknown,API,qa_tester,dev_john,Unknown,Unknown,,,,,,,API/Integration
GitHub,GH-336,Backend: Database connection pool exhausted,"## Description


## Steps
",Unknown,Open,API,developer1,dev_bob,Unknown,Unknown,,,,,,,Data Integrity
GitHub,GH-337,Bug: API returns 404 for valid endpoints,"## Description


## Steps
Cannot reproduce consistently",Medium,Closed,API,Unknown,dev_john,Unknown,Unknown,,,,,,,API/Integration
GitHub,GH-338,Error in payment processing module,"## Description
Unexpected behavior in production

## Steps
",Medium,Open,Payment,Unknown,dev_john,Unknown,Unknown,,,,,,,Functional
GitHub,GH-339,Fix: Login page crash on submit,"## Description
Unexpected behavior in production

## Steps
See screenshot attached",Medium,Closed,Authentication,developer1,Unknown,Unknown,Unknown,,,,,,,Crash/Fatal
GitHub,GH-340,UI: Button alignment broken on mobile,"## Description
Customer reported this issue

## Steps
Cannot reproduce consistently",Unknown,Closed,Dashboard,qa_tester,dev_jane,Unknown,Unknown,,,,,,,UI/Visual
GitHub,GH-341,Bug: API returns 404 for valid endpoints,"## Description
This bug causes the app to crash

## Steps
See screenshot attached",Medium,Unknown,API,Unknown,Unknown,Unknown,Unknown,,,,,,,API/Integration
GitHub,GH-342,UI: Button alignment broken on mobile,"## Description
Customer reported this issue

## Steps
See screenshot attached",High,Closed,Dashboard,customer_support,dev_john,Unknown,Unknown,,,,,,,UI/Visual
GitHub,GH-343,Error in payment processing module,"## Description


## Steps
",Unknown,Unknown,Payment,Unknown,Unknown,Unknown,Unknown,,,,,,,Functional
GitHub,GH-344,Fix: Cron job failing silently,"## Description
Found during QA testing

## Steps
See screenshot attached",Critical,Closed,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,Functional
GitHub,GH-345,Performance: Report generation timeout,"## Description
None

## Steps
See screenshot attached",Unknown,Closed,Unknown,product_manager,dev_john,Unknown,Unknown,,,,,,,Performance
GitHub,GH-346,Security: XSS vulnerability in search,"## Description
Customer reported this issue

## Steps
See screenshot attached",Unknown,Closed,Unknown,customer_support,Unknown,Unknown,Unknown,,,,,,,Security
GitHub,GH-347,Performance: Report generation timeout,"## Description
None

## Steps
Cannot reproduce consistently",Medium,Open,Unknown,Unknown,dev_jane,Unknown,Unknown,,,,,,,Performance
GitHub,GH-348,Error in payment processing module,"## Description
Found during QA testing

## Steps
Cannot reproduce consistently",Unknown,Closed,Payment,qa_tester,Unknown,Unknown,Unknown,,,,,,,Functional
GitHub,GH-349,Bug: Email template rendering incorrectly,"## Description
Unexpected behavior in production

## Steps
1. Open app
2. Click button
3. See error",Low,Open,Notifications,customer_support,dev_john,Unknown,Unknown,,,,,,,Functional
GitHub,GH-350,UI: Button alignment broken on mobile,"## Description
Unexpected behavior in production

## Steps
1. Open app
2. Click button
3. See error",Medium,Closed,Dashboard,qa_tester,dev_bob,Unknown,Unknown,,,,,,,UI/Visual
GitHub,GH-351,Issue: Dashboard loading slowly,"## Description
None

## Steps
See screenshot attached",Critical,Closed,Dashboard,qa_tester,Unknown,Unknown,Unknown,,,,,,,Performance
GitHub,GH-352,UI: Button alignment broken on mobile,"## Description
None

## Steps
Cannot reproduce consistently",Medium,Closed,Dashboard,customer_support,dev_bob,Unknown,Unknown,,,,,,,UI/Visual
GitHub,GH-353,Fix: Cron job failing silently,"## Description
Customer reported this issue

## Steps
See screenshot attached",Medium,Unknown,Unknown,Unknown,dev_jane,Unknown,Unknown,,,,,,,Functional
GitHub,GH-354,Backend: Database connection pool exhausted,"## Description


## Steps
1. Open app
2. Click button
3. See error",Unknown,Closed,API,product_manager,dev_jane,Unknown,Unknown,,,,,,,Data Integrity
GitHub,GH-355,Backend: Database connection pool exhausted,"## Description
This bug causes the app to crash

## Steps
",Medium,Open,API,customer_support,Unknown,Unknown,Unknown,,,,,,,Data Integrity
GitHub,GH-356,Backend: Database connection pool exhausted,"## Description
Customer reported this issue

## Steps
1. Open app
2. Click button
3. See error",Medium,Open,API,customer_support,dev_bob,Unknown,Unknown,,,,,,,Data Integrity
GitHub,GH-357,Backend: Database connection pool exhausted,"## Description
This bug causes the app to crash

## Steps
1. Open app
2. Click button
3. See error",Medium,Closed,API,qa_tester,dev_jane,Unknown,Unknown,,,,,,,Data Integrity
GitHub,GH-358,Fix: Cron job failing silently,"## Description
None

## Steps
1. Open app
2. Click button
3. See error",Medium,Closed,Unknown,Unknown,dev_bob,Unknown,Unknown,,,,,,,Functional
GitHub,GH-359,Backend: Database connection pool exhausted,"## Description
This bug causes the app to crash

## Steps
Cannot reproduce consistently",Unknown,Open,API,customer_support,Unknown,Unknown,Unknown,,,,,,,Data Integrity
GitHub,GH-360,Bug: API returns 404 for valid endpoints,"## Description


## Steps
1. Open app
2. Click button
3. See error",High,Open,API,product_manager,Unknown,Unknown,Unknown,,,,,,,API/Integration
GitHub,GH-361,Security: XSS vulnerability in search,"## Description


## Steps
See screenshot attached",Critical,Unknown,Unknown,product_manager,Unknown,Unknown,Unknown,,,,,,,Security
GitHub,GH-362,Backend: Database connection pool exhausted,"## Description
This bug causes the app to crash

## Steps
1. Open app
2. Click button
3. See error",Unknown,Unknown,API,Unknown,dev_bob,Unknown,Unknown,,,,,,,Data Integrity
GitHub,GH-363,Backend: Database connection pool exhausted,"## Description
Customer reported this issue

## Steps
See screenshot attached",High,Closed,API,qa_tester,Unknown,Unknown,Unknown,,,,,,,Data Integrity
GitHub,GH-364,Backend: Database connection pool exhausted,"## Description
This bug causes the app to crash

## Steps
See screenshot attached",Low,Closed,API,Unknown,dev_jane,Unknown,Unknown,,,,,,,Data Integrity
GitHub,GH-365,Fix: Cron job failing silently,"## Description
Found during QA testing

## Steps
",High,Open,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,Functional
GitHub,GH-366,Performance: Report generation timeout,"## Description
Found during QA testing

## Steps
See screenshot attached",Medium,Closed,Unknown,qa_tester,dev_bob,Unknown,Unknown,,,,,,,Performance
GitHub,GH-367,Backend: Database connection pool exhausted,"## Description


## Steps
",Medium,Unknown,API,Unknown,Unknown,Unknown,Unknown,,,,,,,Data Integrity
GitHub,GH-368,Backend: Database connection pool exhausted,"## Description


## Steps
",Medium,Closed,API,customer_support,Unknown,Unknown,Unknown,,,,,,,Data Integrity
GitHub,GH-369,Bug: Email template rendering incorrectly,"## Description
None

## Steps
1. Open app
2. Click button
3. See error",Medium,Open,Notifications,developer1,dev_jane,Unknown,Unknown,,,,,,,Functional
GitHub,GH-370,Issue: Dashboard loading slowly,"## Description
Customer reported this issue

## Steps
See screenshot attached",Unknown,Unknown,Dashboard,qa_tester,dev_john,Unknown,Unknown,,,,,,,Performance
GitHub,GH-371,Fix: Login page crash on submit,"## Description
Unexpected behavior in production

## Steps
1. Open app
2. Click button
3. See error",Low,Closed,Authentication,customer_support,Unknown,Unknown,Unknown,,,,,,,Crash/Fatal
GitHub,GH-372,Fix: Cron job failing silently,"## Description
Customer reported this issue

## Steps
",Unknown,Closed,Unknown,product_manager,dev_john,Unknown,Unknown,,,,,,,Functional
GitHub,GH-373,Fix: Cron job failing silently,"## Description


## Steps
1. Open app
2. Click button
3. See error",Medium,Open,Unknown,developer1,Unknown,Unknown,Unknown,,,,,,,Functional
GitHub,GH-374,Security: XSS vulnerability in search,"## Description
Found during QA testing

## Steps
See screenshot attached",Unknown,Unknown,Unknown,Unknown,dev_john,Unknown,Unknown,,,,,,,Security
GitHub,GH-375,Performance: Report generation timeout,"## Description
This bug causes the app to crash

## Steps
Cannot reproduce consistently",Unknown,Closed,Unknown,customer_support,Unknown,Unknown,Unknown,,,,,,,Performance
GitHub,GH-376,Bug: Email template rendering incorrectly,"## Description
Unexpected behavior in production

## Steps
1. Open app
2. Click button
3. See error",Medium,Closed,Notifications,developer1,dev_jane,Unknown,Unknown,,,,,,,Functional
GitHub,GH-377,UI: Button alignment broken on mobile,"## Description
This bug causes the app to crash

## Steps
1. Open app
2. Click button
3. See error",Medium,Unknown,Dashboard,product_manager,Unknown,Unknown,Unknown,,,,,,,UI/Visual
GitHub,GH-378,Bug: API returns 404 for valid endpoints,"## Description
Unexpected behavior in production

## Steps
Cannot reproduce consistently",Unknown,Open,API,developer1,Unknown,Unknown,Unknown,,,,,,,API/Integration
GitHub,GH-379,Bug: API returns 404 for valid endpoints,"## Description
Customer reported this issue

## Steps
Cannot reproduce consistently",Unknown,Closed,API,Unknown,dev_jane,Unknown,Unknown,,,,,,,API/Integration
GitHub,GH-380,Backend: Database connection pool exhausted,"## Description
Customer reported this issue

## Steps
Cannot reproduce consistently",Unknown,Closed,API,product_manager,Unknown,Unknown,Unknown,,,,,,,Data Integrity
GitHub,GH-381,Fix: Login page crash on submit,"## Description


## Steps
See screenshot attached",Medium,Closed,Authentication,Unknown,dev_jane,Unknown,Unknown,,,,,,,Crash/Fatal
GitHub,GH-382,Issue: Dashboard loading slowly,"## Description
Found during QA testing

## Steps
Cannot reproduce consistently",Medium,Closed,Dashboard,developer1,dev_jane,Unknown,Unknown,,,,,,,Performance
GitHub,GH-383,Security: XSS vulnerability in search,"## Description


## Steps
1. Open app
2. Click button
3. See error",Low,Closed,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,Security
GitHub,GH-384,Error in payment processing module,"## Description
Customer reported this issue

## Steps
See screenshot attached",Unknown,Closed,Payment,customer_support,dev_bob,Unknown,Unknown,,,,,,,Functional
GitHub,GH-385,Performance: Report generation timeout,"## Description
None

## Steps
Cannot reproduce consistently",Critical,Open,Unknown,qa_tester,dev_john,Unknown,Unknown,,,,,,,Performance
GitHub,GH-386,Performance: Report generation timeout,"## Description


## Steps
See screenshot attached",Medium,Unknown,Unknown,customer_support,dev_bob,Unknown,Unknown,,,,,,,Performance
GitHub,GH-387,Performance: Report generation timeout,"## Description


## Steps
1. Open app
2. Click button
3. See error",Unknown,Closed,Unknown,Unknown,dev_bob,Unknown,Unknown,,,,,,,Performance
GitHub,GH-388,Fix: Cron job failing silently,"## Description


## Steps
Cannot reproduce consistently",Critical,Unknown,Unknown,customer_support,dev_john,Unknown,Unknown,,,,,,,Functional
GitHub,GH-389,Backend: Database connection pool exhausted,"## Description
None

## Steps
1. Open app
2. Click button
3. See error",Critical,Open,API,product_manager,Unknown,Unknown,Unknown,,,,,,,Data Integrity
GitHub,GH-390,UI: Button alignment broken on mobile,"## Description
Unexpected behavior in production

## Steps
1. Open app
2. Click button
3. See error",Medium,Open,Dashboard,customer_support,Unknown,Unknown,Unknown,,,,,,,UI/Visual
GitHub,GH-391,Fix: Cron job failing silently,"## Description
None

## Steps
Cannot reproduce consistently",Medium,Open,Unknown,Unknown,dev_bob,Unknown,Unknown,,,,,,,Functional
GitHub,GH-392,Security: XSS vulnerability in search,"## Description
Found during QA testing

## Steps
See screenshot attached",Medium,Closed,Unknown,developer1,Unknown,Unknown,Unknown,,,,,,,Security
GitHub,GH-393,Performance: Report generation timeout,"## Description
Unexpected behavior in production

## Steps
See screenshot attached",Medium,Open,Unknown,customer_support,Unknown,Unknown,Unknown,,,,,,,Performance
GitHub,GH-394,Fix: Login page crash on submit,"## Description


## Steps
Cannot reproduce consistently",Critical,Open,Authentication,Unknown,dev_jane,Unknown,Unknown,,,,,,,Crash/Fatal
GitHub,GH-395,Issue: Dashboard loading slowly,"## Description


## Steps
",Medium,Unknown,Dashboard,developer1,dev_jane,Unknown,Unknown,,,,,,,Performance
GitHub,GH-396,Fix: Login page crash on submit,"## Description


## Steps
See screenshot attached",Medium,Closed,Authentication,qa_tester,Unknown,Unknown,Unknown,,,,,,,Crash/Fatal
GitHub,GH-397,Bug: API returns 404 for valid endpoints,"## Description
Customer reported this issue

## Steps
Cannot reproduce consistently",High,Closed,API,Unknown,Unknown,Unknown,Unknown,,,,,,,API/Integration
GitHub,GH-398,Security: XSS vulnerability in search,"## Description
Unexpected behavior in production

## Steps
See screenshot attached",Low,Open,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,Security
GitHub,GH-399,Performance: Report generation timeout,"## Description
Unexpected behavior in production

## Steps
Cannot reproduce consistently",High,Closed,Unknown,developer1,Unknown,Unknown,Unknown,,,,,,,Performance
GitHub,GH-400,Fix: Cron job failing silently,"## Description
This bug causes the app to crash

## Steps
1. Open app
2. Click button
3. See error",Unknown,Open,Unknown,qa_tester,Unknown,Unknown,Unknown,,,,,,,Functional
GitHub,GH-401,Error in payment processing module,"## Description
Unexpected behavior in production

## Steps
See screenshot attached",Unknown,Closed,Payment,developer1,dev_john,Unknown,Unknown,,,,,,,Functional
GitHub,GH-402,Performance: Report generation timeout,"## Description
Found during QA testing

## Steps
",Medium,Closed,Unknown,Unknown,dev_jane,Unknown,Unknown,,,,,,,Performance
